period (noun)	<b>periode; masa</b><br>A length of time.<br>Synonyms: time, era, phase.<br><i>The Renaissance was a period of great cultural change in Europe.</i>	ielts vocab awl sublist1
policy (noun)	<b>kebijakan</b><br>A set of plans or rules used by a government or organization.<br>Synonyms: rules, plan, strategy.<br><i>The government's new policy aims to reduce youth unemployment.</i>	ielts vocab awl sublist1
principle (noun)	<b>prinsip</b><br>A basic rule or belief that guides behavior.<br>Synonyms: rule, value, standard.<br><i>Honesty is an important principle in both work and friendship.</i>	ielts vocab awl sublist1
proceed (verb)	<b>melanjutkan; melangsungkan</b><br>To continue an action or move forward.<br>Synonyms: continue, advance, move on.<br><i>After a short break, the students proceed with their writing exam.</i>	ielts vocab awl sublist1
process (noun)	<b>proses</b><br>A series of actions taken to achieve a result.<br>Synonyms: procedure, operation, method.<br><i>Learning a foreign language is a slow but rewarding process.</i>	ielts vocab awl sublist1
require (verb)	<b>memerlukan; mengharuskan</b><br>To need something or make something necessary.<br>Synonyms: need, demand, request.<br><i>Most universities require students to pass an English language test.</i>	ielts vocab awl sublist1
research (noun)	<b>riset; penelitian</b><br>A careful study to discover new facts or information.<br>Synonyms: study, investigation, inquiry.<br><i>Recent research suggests that screen time affects children's sleep.</i>	ielts vocab awl sublist1
respond (verb)	<b>merespons; menanggapi</b><br>To say or do something as a reaction.<br>Synonyms: reply, answer, react.<br><i>Governments must respond quickly to natural disasters.</i>	ielts vocab awl sublist1
role (noun)	<b>peran</b><br>The function or part someone or something plays.<br>Synonyms: part, function, position.<br><i>Parents play an important role in their children's education.</i>	ielts vocab awl sublist1
sector (noun)	<b>sektor</b><br>A part of a country's economy or society.<br>Synonyms: area, field, branch.<br><i>The technology sector has created millions of new jobs worldwide.</i>	ielts vocab awl sublist1
significant (adjective)	<b>signifikan; penting</b><br>Important or large enough to be noticed.<br>Synonyms: important, notable, considerable.<br><i>There has been a significant improvement in air quality this year.</i>	ielts vocab awl sublist1
similar (adjective)	<b>serupa; mirip</b><br>Almost the same as something else.<br>Synonyms: alike, comparable, related.<br><i>The two students gave similar answers to the difficult question.</i>	ielts vocab awl sublist1
source (noun)	<b>sumber</b><br>The place where something comes from.<br>Synonyms: origin, root, supplier.<br><i>The sun is the main source of energy for life on Earth.</i>	ielts vocab awl sublist1
specific (adjective)	<b>spesifik; khusus</b><br>Clear, exact, or particular.<br>Synonyms: particular, exact, precise.<br><i>Please give a specific example to support your argument in the essay.</i>	ielts vocab awl sublist1
structure (noun)	<b>struktur</b><br>The way parts of something are arranged or organized.<br>Synonyms: arrangement, framework, organization.<br><i>A clear essay structure helps the reader follow your ideas easily.</i>	ielts vocab awl sublist1
theory (noun)	<b>teori</b><br>An idea or set of ideas used to explain something.<br>Synonyms: hypothesis, idea, principle.<br><i>Einstein's theory of relativity changed how we understand the universe.</i>	ielts vocab awl sublist1
vary (verb)	<b>bervariasi; berbeda-beda</b><br>To be different or to change in different situations.<br>Synonyms: differ, change, range.<br><i>Test scores vary widely depending on how much students prepare.</i>	ielts vocab awl sublist1
achieve (verb)	<b>mencapai; meraih</b><br>To succeed in doing or getting something.<br>Synonyms: accomplish, attain, reach.<br><i>Hard work and patience help students achieve their academic goals.</i>	ielts vocab awl sublist2
acquire (verb)	<b>memperoleh</b><br>To get or develop something over time.<br>Synonyms: obtain, gain, get.<br><i>Children acquire their first language naturally from their parents.</i>	ielts vocab awl sublist2
affect (verb)	<b>memengaruhi</b><br>To cause a change in something or someone.<br>Synonyms: influence, impact, change.<br><i>Lack of sleep can seriously affect a student's performance at school.</i>	ielts vocab awl sublist2
appropriate (adjective)	<b>sesuai; tepat</b><br>Suitable or right for a particular situation.<br>Synonyms: suitable, fitting, proper.<br><i>It is important to use appropriate language in formal essays.</i>	ielts vocab awl sublist2
aspect (noun)	<b>aspek</b><br>One part or feature of a situation or topic.<br>Synonyms: feature, element, side.<br><i>Vocabulary is just one aspect of learning a foreign language well.</i>	ielts vocab awl sublist2
assist (verb)	<b>membantu</b><br>To help someone do something.<br>Synonyms: help, support, aid.<br><i>Volunteers assist elderly people with their daily shopping.</i>	ielts vocab awl sublist2
category (noun)	<b>kategori</b><br>A group of things that share similar features.<br>Synonyms: group, class, type.<br><i>Books in the library are arranged by category and author.</i>	ielts vocab awl sublist2
community (noun)	<b>komunitas; masyarakat</b><br>A group of people living in the same area or sharing something.<br>Synonyms: society, public, neighborhood.<br><i>Online communities allow students to study together from different countries.</i>	ielts vocab awl sublist2
complex (adjective)	<b>kompleks; rumit</b><br>Made of many connected parts; not simple.<br>Synonyms: complicated, intricate, difficult.<br><i>Climate change is a complex problem with no easy solutions.</i>	ielts vocab awl sublist2
conclude (verb)	<b>menyimpulkan</b><br>To decide something based on information.<br>Synonyms: deduce, infer, finish.<br><i>The researchers conclude that exercise improves mental health.</i>	ielts vocab awl sublist2
conclusion (noun)	<b>kesimpulan</b><br>A final decision or judgment after thinking about something.<br>Synonyms: deduction, ending, result.<br><i>Always restate your main idea in the conclusion of an essay.</i>	ielts vocab awl sublist2
conduct (verb)	<b>melakukan; melaksanakan</b><br>To organize and carry out an activity.<br>Synonyms: carry out, perform, run.<br><i>Scientists conduct experiments to test their hypotheses.</i>	ielts vocab awl sublist2
consequence (noun)	<b>konsekuensi; akibat</b><br>A result or effect of an action or condition.<br>Synonyms: result, effect, outcome.<br><i>Skipping breakfast often has negative consequences for concentration.</i>	ielts vocab awl sublist2
construct (verb)	<b>membangun; menyusun</b><br>To build or form something by joining parts.<br>Synonyms: build, form, create.<br><i>Engineers construct safer bridges using modern technology.</i>	ielts vocab awl sublist2
consume (verb)	<b>mengkonsumsi</b><br>To use, eat, or drink something.<br>Synonyms: use, eat, drink.<br><i>Modern households consume far more electricity than they did fifty years ago.</i>	ielts vocab awl sublist2
design (verb)	<b>merancang; mendesain</b><br>To plan and create something for a purpose.<br>Synonyms: plan, create, develop.<br><i>Architects design buildings that are both useful and beautiful.</i>	ielts vocab awl sublist2
element (noun)	<b>elemen; unsur</b><br>One of the basic parts of something.<br>Synonyms: part, component, factor.<br><i>Trust is a key element of every healthy friendship.</i>	ielts vocab awl sublist2
evaluate (verb)	<b>mengevaluasi</b><br>To judge the value or quality of something.<br>Synonyms: assess, judge, review.<br><i>Teachers evaluate students' essays based on clear criteria.</i>	ielts vocab awl sublist2
feature (noun)	<b>fitur; ciri</b><br>An important part or quality of something.<br>Synonyms: characteristic, aspect, trait.<br><i>One feature of modern smartphones is voice recognition.</i>	ielts vocab awl sublist2
final (adjective)	<b>akhir; final</b><br>Coming at the end; last.<br>Synonyms: last, ultimate, concluding.<br><i>The final exam will determine each student's overall grade.</i>	ielts vocab awl sublist2
focus (verb)	<b>fokus; memusatkan</b><br>To give attention to one thing.<br>Synonyms: concentrate, center, aim.<br><i>Try to focus on the main idea before reading the details.</i>	ielts vocab awl sublist2
impact (noun)	<b>dampak</b><br>A strong effect or influence on something.<br>Synonyms: effect, influence, consequence.<br><i>Social media has a huge impact on young people's behavior.</i>	ielts vocab awl sublist2
institute (noun)	<b>institut; lembaga</b><br>An organization for education or research.<br>Synonyms: organization, academy, foundation.<br><i>The institute offers free English classes to local students.</i>	ielts vocab awl sublist2
invest (verb)	<b>menginvestasikan</b><br>To put money or effort into something to gain benefit.<br>Synonyms: spend, fund, dedicate.<br><i>Parents invest a lot of time and money in their children's education.</i>	ielts vocab awl sublist2
maintain (verb)	<b>memelihara; mempertahankan</b><br>To keep something in good condition or continue something.<br>Synonyms: keep, preserve, sustain.<br><i>Regular exercise helps you maintain a healthy body and mind.</i>	ielts vocab awl sublist2
obtain (verb)	<b>memperoleh</b><br>To get something, especially with effort.<br>Synonyms: get, acquire, gain.<br><i>You must obtain a visa before traveling to that country.</i>	ielts vocab awl sublist2
participate (verb)	<b>berpartisipasi</b><br>To take part in an activity with others.<br>Synonyms: join, engage, take part.<br><i>All students should participate in classroom discussions actively.</i>	ielts vocab awl sublist2
perceive (verb)	<b>menganggap; merasakan</b><br>To notice or understand something.<br>Synonyms: see, notice, understand.<br><i>Many people perceive technology as both helpful and harmful.</i>	ielts vocab awl sublist2
positive (adjective)	<b>positif</b><br>Good, hopeful, or showing agreement.<br>Synonyms: good, optimistic, helpful.<br><i>Reading every day has a positive effect on your vocabulary.</i>	ielts vocab awl sublist2
potential (noun)	<b>potensi</b><br>The possibility to develop or succeed in the future.<br>Synonyms: capability, possibility, promise.<br><i>Every child has the potential to become a great learner.</i>	ielts vocab awl sublist2
previous (adjective)	<b>sebelumnya</b><br>Existing or happening before something else.<br>Synonyms: former, earlier, prior.<br><i>Her previous job was teaching English at a small school.</i>	ielts vocab awl sublist2
primary (adjective)	<b>utama; primer</b><br>Most important or first in order.<br>Synonyms: main, chief, principal.<br><i>The primary cause of obesity is poor diet and lack of exercise.</i>	ielts vocab awl sublist2
range (noun)	<b>jangkauan; rentang</b><br>A set of similar things or the limits of something.<br>Synonyms: variety, scope, span.<br><i>The library offers a wide range of books on different subjects.</i>	ielts vocab awl sublist2
region (noun)	<b>wilayah; daerah</b><br>A particular area of a country or the world.<br>Synonyms: area, zone, district.<br><i>This region produces some of the best coffee in the world.</i>	ielts vocab awl sublist2
relevant (adjective)	<b>relevan; berkaitan</b><br>Closely connected to the topic being discussed.<br>Synonyms: related, connected, applicable.<br><i>Make sure your examples are relevant to the essay question.</i>	ielts vocab awl sublist2
resource (noun)	<b>sumber daya</b><br>Something useful that a country or organization has.<br>Synonyms: asset, supply, material.<br><i>Water is one of the most important natural resources on Earth.</i>	ielts vocab awl sublist2
restrict (verb)	<b>membatasi</b><br>To limit or control something.<br>Synonyms: limit, control, confine.<br><i>The new law restricts the sale of cigarettes to people under eighteen.</i>	ielts vocab awl sublist2
secure (adjective)	<b>aman; terjamin</b><br>Safe and protected from danger.<br>Synonyms: safe, protected, stable.<br><i>A good education leads to a more secure future.</i>	ielts vocab awl sublist2
seek (verb)	<b>mencari</b><br>To try to find or obtain something.<br>Synonyms: search, look for, pursue.<br><i>Many young people seek opportunities to study abroad.</i>	ielts vocab awl sublist2
select (verb)	<b>memilih</b><br>To choose carefully from a group.<br>Synonyms: choose, pick, decide on.<br><i>Students must select three subjects to study in their final year.</i>	ielts vocab awl sublist2
strategy (noun)	<b>strategi</b><br>A plan to achieve a particular goal.<br>Synonyms: plan, approach, method.<br><i>The teacher explained an effective strategy for answering reading questions.</i>	ielts vocab awl sublist2
survey (noun)	<b>survei</b><br>A study of people's opinions or behavior.<br>Synonyms: study, poll, investigation.<br><i>A recent survey showed that teenagers spend hours on their phones daily.</i>	ielts vocab awl sublist2
tradition (noun)	<b>tradisi</b><br>A custom or belief passed down through generations.<br>Synonyms: custom, practice, heritage.<br><i>Indonesia has many beautiful traditions in food and ceremonies.</i>	ielts vocab awl sublist2
alternative (noun)	<b>alternatif</b><br>One of two or more choices available.<br>Synonyms: option, choice, substitute.<br><i>Cycling is a healthy alternative to driving short distances.</i>	ielts vocab awl sublist3
circumstance (noun)	<b>keadaan; situasi</b><br>A condition or fact that affects a situation.<br>Synonyms: situation, condition, context.<br><i>Under normal circumstances, the test is held twice a year.</i>	ielts vocab awl sublist3
component (noun)	<b>komponen</b><br>One of the parts that something is made of.<br>Synonyms: part, element, piece.<br><i>Vocabulary is a key component of every IELTS section.</i>	ielts vocab awl sublist3
consent (noun)	<b>persetujuan</b><br>Permission for something to happen.<br>Synonyms: permission, agreement, approval.<br><i>Researchers must obtain consent before involving people in studies.</i>	ielts vocab awl sublist3
considerable (adjective)	<b>cukup besar; signifikan</b><br>Large in amount, size, or importance.<br>Synonyms: significant, large, substantial.<br><i>She has made considerable progress in her speaking skills.</i>	ielts vocab awl sublist3
constant (adjective)	<b>konstan; terus-menerus</b><br>Happening all the time or not changing.<br>Synonyms: continuous, steady, regular.<br><i>Constant practice is the secret to mastering a foreign language.</i>	ielts vocab awl sublist3
contribute (verb)	<b>berkontribusi; menyumbang</b><br>To help cause or add to something.<br>Synonyms: add, donate, help.<br><i>Burning fossil fuels contributes to global warming.</i>	ielts vocab awl sublist3
coordinate (verb)	<b>mengkoordinasikan</b><br>To organize different parts to work well together.<br>Synonyms: organize, arrange, manage.<br><i>The teacher coordinates several activities during the school festival.</i>	ielts vocab awl sublist3
demonstrate (verb)	<b>menunjukkan; mendemonstrasikan</b><br>To show clearly that something exists or is true.<br>Synonyms: show, prove, display.<br><i>The experiment demonstrates how plants need sunlight to grow.</i>	ielts vocab awl sublist3
document (noun)	<b>dokumen</b><br>An official paper or file with information.<br>Synonyms: paper, record, file.<br><i>Please bring all important documents to the visa interview.</i>	ielts vocab awl sublist3
emphasis (noun)	<b>penekanan</b><br>Special importance given to something.<br>Synonyms: importance, focus, stress.<br><i>Modern schools place greater emphasis on critical thinking skills.</i>	ielts vocab awl sublist3
ensure (verb)	<b>memastikan</b><br>To make certain that something happens.<br>Synonyms: guarantee, make sure, secure.<br><i>Please ensure that you arrive at the test center on time.</i>	ielts vocab awl sublist3
exclude (verb)	<b>mengecualikan</b><br>To leave something or someone out.<br>Synonyms: omit, leave out, reject.<br><i>The total cost excludes shipping and handling fees.</i>	ielts vocab awl sublist3
framework (noun)	<b>kerangka kerja</b><br>A basic structure or set of ideas to support something.<br>Synonyms: structure, system, outline.<br><i>The new policy provides a clear framework for school inspections.</i>	ielts vocab awl sublist3
illustrate (verb)	<b>mengilustrasikan; menggambarkan</b><br>To show or explain something with examples.<br>Synonyms: show, explain, depict.<br><i>The chart illustrates the rise in internet use over the last decade.</i>	ielts vocab awl sublist3
implement (verb)	<b>menerapkan; melaksanakan</b><br>To start using a plan or system.<br>Synonyms: apply, carry out, execute.<br><i>The school will implement new online lessons next semester.</i>	ielts vocab awl sublist3
imply (verb)	<b>menyiratkan; mengimplikasikan</b><br>To suggest something without saying it directly.<br>Synonyms: suggest, hint, indicate.<br><i>His silence seemed to imply that he disagreed with the decision.</i>	ielts vocab awl sublist3
initial (adjective)	<b>awal</b><br>Happening at the beginning of something.<br>Synonyms: first, beginning, original.<br><i>The initial results of the survey were very promising.</i>	ielts vocab awl sublist3
instance (noun)	<b>contoh; kejadian</b><br>An example or particular case of something.<br>Synonyms: example, case, occurrence.<br><i>This is a clear instance of how technology can save lives.</i>	ielts vocab awl sublist3
interact (verb)	<b>berinteraksi</b><br>To communicate or work together with others.<br>Synonyms: communicate, engage, connect.<br><i>Children learn best when they interact with their classmates.</i>	ielts vocab awl sublist3
justify (verb)	<b>membenarkan</b><br>To give a good reason for something.<br>Synonyms: defend, support, explain.<br><i>You must justify your opinion with strong examples.</i>	ielts vocab awl sublist3
maximize (verb)	<b>memaksimalkan</b><br>To make something as large or great as possible.<br>Synonyms: increase, boost, enlarge.<br><i>Good study habits help students maximize their exam scores.</i>	ielts vocab awl sublist3
philosophy (noun)	<b>filosofi; filsafat</b><br>The study of basic ideas about life and knowledge.<br>Synonyms: thought, belief, ideology.<br><i>Her teaching philosophy focuses on creativity and curiosity.</i>	ielts vocab awl sublist3
physical (adjective)	<b>fisik</b><br>Relating to the body or to material things.<br>Synonyms: bodily, material, tangible.<br><i>Physical activity is essential for a healthy lifestyle.</i>	ielts vocab awl sublist3
proportion (noun)	<b>proporsi; bagian</b><br>A part of something compared to the whole.<br>Synonyms: share, percentage, ratio.<br><i>A large proportion of students prefer learning through videos.</i>	ielts vocab awl sublist3
publish (verb)	<b>menerbitkan</b><br>To produce a book, article, or website for public reading.<br>Synonyms: print, release, issue.<br><i>The university publishes a new research journal every year.</i>	ielts vocab awl sublist3
react (verb)	<b>bereaksi</b><br>To behave in a particular way as a response.<br>Synonyms: respond, reply, answer.<br><i>Children often react quickly to changes in their environment.</i>	ielts vocab awl sublist3
register (verb)	<b>mendaftar</b><br>To enter your name on an official list.<br>Synonyms: enroll, sign up, record.<br><i>You must register for the IELTS test at least one month in advance.</i>	ielts vocab awl sublist3
rely (verb)	<b>mengandalkan</b><br>To depend on someone or something for help.<br>Synonyms: depend, count on, trust.<br><i>Many people rely on public transport to reach their workplace.</i>	ielts vocab awl sublist3
scheme (noun)	<b>skema; rencana</b><br>An organized plan, often by the government.<br>Synonyms: plan, program, project.<br><i>The new scheme provides free books to children from poor families.</i>	ielts vocab awl sublist3
sufficient (adjective)	<b>cukup; memadai</b><br>Enough for a particular need.<br>Synonyms: enough, adequate, ample.<br><i>Make sure you get sufficient sleep before the exam day.</i>	ielts vocab awl sublist3
task (noun)	<b>tugas</b><br>A piece of work to be done.<br>Synonyms: job, duty, assignment.<br><i>Writing Task 2 is the most challenging part of the IELTS exam.</i>	ielts vocab awl sublist3
technique (noun)	<b>teknik</b><br>A particular way of doing something skillfully.<br>Synonyms: method, skill, approach.<br><i>The teacher showed us a useful technique for memorizing new words.</i>	ielts vocab awl sublist3
technology (noun)	<b>teknologi</b><br>The use of science to create useful tools or systems.<br>Synonyms: science, engineering, innovation.<br><i>Technology has transformed the way we learn and communicate.</i>	ielts vocab awl sublist3
valid (adjective)	<b>valid; sah</b><br>Acceptable, legal, or based on good reason.<br>Synonyms: legal, sound, reasonable.<br><i>You need a valid passport to travel to another country.</i>	ielts vocab awl sublist3
adequate (adjective)	<b>memadai; cukup</b><br>Enough or good enough for a purpose.<br>Synonyms: sufficient, enough, satisfactory.<br><i>Many schools lack adequate facilities for science experiments.</i>	ielts vocab awl sublist4
attitude (noun)	<b>sikap</b><br>A way of thinking or feeling about something.<br>Synonyms: outlook, view, mindset.<br><i>A positive attitude can help you overcome learning difficulties.</i>	ielts vocab awl sublist4
debate (noun)	<b>debat; perdebatan</b><br>A formal discussion of a topic with different opinions.<br>Synonyms: discussion, argument, dispute.<br><i>There is an ongoing debate about the use of phones in schools.</i>	ielts vocab awl sublist4
domestic (adjective)	<b>dalam negeri; rumah tangga</b><br>Related to home life or to one's own country.<br>Synonyms: home, internal, household.<br><i>Domestic flights are usually cheaper than international ones.</i>	ielts vocab awl sublist4
enable (verb)	<b>memungkinkan</b><br>To make it possible for someone to do something.<br>Synonyms: allow, permit, empower.<br><i>The internet enables students to access information from anywhere.</i>	ielts vocab awl sublist4
generation (noun)	<b>generasi</b><br>People of about the same age or born around the same time.<br>Synonyms: age group, era, cohort.<br><i>Each generation faces different social and economic challenges.</i>	ielts vocab awl sublist4
hypothesis (noun)	<b>hipotesis</b><br>An idea suggested as an explanation, to be tested.<br>Synonyms: theory, assumption, proposal.<br><i>Scientists test their hypothesis through careful experiments.</i>	ielts vocab awl sublist4
overall (adjective)	<b>secara keseluruhan</b><br>Considering everything; in total.<br>Synonyms: total, general, complete.<br><i>The overall quality of education has improved over the last decade.</i>	ielts vocab awl sublist4
reluctant (adjective)	<b>enggan</b><br>Not wanting to do something.<br>Synonyms: unwilling, hesitant, resistant.<br><i>Many students are reluctant to speak in front of the class.</i>	ielts vocab awl sublist4
challenge (noun)	<b>tantangan</b><br>Something difficult that tests one's abilities.<br>Synonyms: difficulty, test, problem.<br><i>Living in a foreign country can be a wonderful but tough challenge.</i>	ielts vocab awl sublist5
enhance (verb)	<b>meningkatkan</b><br>To improve the quality or value of something.<br>Synonyms: improve, boost, upgrade.<br><i>Reading every day will enhance your vocabulary and writing skills.</i>	ielts vocab awl sublist5
substitute (verb)	<b>menggantikan</b><br>To use one thing in place of another.<br>Synonyms: replace, swap, exchange.<br><i>You can substitute butter with olive oil in many healthy recipes.</i>	ielts vocab awl sublist5
sustain (verb)	<b>menopang; mempertahankan</b><br>To make something continue for a long time.<br>Synonyms: maintain, support, continue.<br><i>It is hard to sustain motivation throughout a long study program.</i>	ielts vocab awl sublist5
contemporary (adjective)	<b>kontemporer; modern</b><br>Belonging to the present time.<br>Synonyms: modern, current, present-day.<br><i>Contemporary art often reflects the social issues of today.</i>	ielts vocab awl sublist6
manipulate (verb)	<b>memanipulasi</b><br>To control or change something cleverly, sometimes unfairly.<br>Synonyms: control, influence, handle.<br><i>Some advertisements manipulate viewers' emotions to sell products.</i>	ielts vocab awl sublist6
adapt (verb)	<b>beradaptasi; menyesuaikan</b><br>To change in order to fit a new situation.<br>Synonyms: adjust, modify, fit.<br><i>Students must adapt quickly to life at a new university.</i>	ielts vocab awl sublist7
